"s12","s13","s23","u1","u2","u3","Q2","madgraph_azimuthal_average","local_projected_matrix_element","signed_difference","relative_difference"
109143.08197233311,543818.5134398653,54150.620323094394,-490548.2832932812,-190157.61399118113,-230842.77707205244,204436.45862122206,9.927809535607637e-11,9.927809535607607e-11,-2.972680326362443e-25,"2.994296290335206e-15"
24741.152554182532,198238.7121228466,225719.5951938357,-39883.535217407654,-178936.8438368081,-483475.60194599704,253596.521129348,8.426863047594882e-10,8.426863047594868e-10,-1.4475660719677984e-24,"1.717799451340258e-15"
349283.9083671681,184828.78571006405,138399.18735731777,-141377.3407450909,-454781.0257084079,-387817.9394945421,311464.42451349087,1.7137337046488697e-10,1.7137337046488118e-10,-5.790264287871194e-24,"3.378742141888125e-14"
403972.6749933969,288582.90890136996,41410.987978139776,-395941.2826135864,-209415.37307063758,-296258.7453786382,167648.82918995584,2.7505701502819556e-10,2.7505701502819437e-10,-1.1890721305449773e-24,"4.32300237979056e-15"
63924.89397590167,182299.92100127213,342410.3821081523,-276224.70928571885,-171954.92563731637,-269518.33043361356,129062.76827132255,6.208678046247549e-10,6.208678046247561e-10,1.2407709188295415e-24,"1.9984462225085842e-15"
490396.8633990385,68703.81720534194,114533.53894073912,-608240.0739068391,-69979.09565743922,-218144.42593649947,222729.3759556582,4.1271068984283707e-10,4.127106898428347e-10,-2.3781442610899546e-24,"5.762255060549964e-15"
59046.83304723358,77939.22058072593,255009.64507084567,-180475.1782350588,-375721.57478408754,-32010.198370394348,196211.2526907355,8.095899010946348e-9,8.095899010946339e-9,-9.926167350636332e-24,"1.226073514160108e-15"
64503.55848413837,332102.76041738316,150336.56017548416,-237001.56206299583,-194768.4522061318,-314392.1376621981,199219.27285432024,2.0231637579372882e-10,2.0231637579372823e-10,-5.945360652724886e-25,"2.938645292255761e-15"
111073.74122093542,158304.19767634448,45780.317050826154,-297422.4081035659,-99060.69847869081,-50670.91818681401,131995.76882096447,3.0618155113747925e-9,3.061815511374791e-9,-1.6543612251060553e-24,"5.403203488126648e-16"
64121.22327825194,293416.871907816,163394.37646307255,-127352.12399924558,-297725.4330582597,-371885.74403794814,276030.82944631315,1.964484262749921e-10,1.964484262749917e-10,-3.877409121342317e-25,"1.9737542289672756e-15"
122022.65350975492,181169.4283509043,270631.53786889894,-229567.68266180955,-357842.44456215104,-79228.29193170843,92814.79942611065,1.3121204121880145e-9,1.3121204121880126e-9,-1.8611563782443123e-24,"1.4184341322308658e-15"
246683.63492620684,336381.40777138073,160471.83615832208,-435638.4013258976,-112973.06813619593,-285812.8405087794,90887.43111496355,1.731800149384552e-10,1.7318001493845637e-10,1.1632227364026952e-24,"6.7168416448980786e-15"
507465.0097802922,37772.8746521288,69080.55329143509,-105086.32432448582,-636930.980282148,-57858.43796356846,185557.30484634615,5.5069034388697e-9,5.506903438869714e-9,1.406207041340147e-23,"2.5535349529004445e-15"
31224.86184337738,57326.99513781909,326647.16098726145,-60817.804887488484,-136147.9937605037,-359590.4748155462,141357.2554950806,5.881463111242055e-9,5.881463111242037e-9,-1.737079286361358e-23,"2.9534815631862724e-15"
238222.16602054622,275969.34538803285,46730.74453634542,-174965.57168935047,-405682.8377119437,-338539.45215756603,358265.6056139361,2.402249315366248e-10,2.4022493153662216e-10,-2.6366382025127757e-24,"1.0975705917147041e-14"
239846.4139299501,272246.94078749453,100794.56860183869,-512091.3702733779,-129987.28534884856,-130961.51888306857,160152.25118601165,2.398465058043061e-10,2.3984650580430565e-10,-4.652890945610781e-25,"1.9399452704168786e-15"
45011.923824083,337084.99106842495,130275.14513479732,-586283.4393064742,-169294.6335913665,-89737.7469427218,332943.7598132568,3.80391861914908e-10,3.803918619149076e-10,-4.1359030627651384e-25,"1.0872743286212368e-15"
127274.0218151066,182443.11373645032,384744.8829104185,-242025.9517963734,-61816.01566091887,-477267.4000601452,86647.34905546223,4.2437068684233084e-10,4.2437068684232525e-10,-5.583469134732937e-24,"1.3157056573060144e-14"
298437.3677426095,341710.97343538405,34428.02258633645,-75365.96872724374,-368091.29666196735,-514772.1227487835,283653.0243736645,6.40429278130489e-10,6.404292781304932e-10,4.1359030627651384e-24,"6.458016839639882e-15"
91464.98904062291,56600.97340252253,415253.2604722143,-154821.61644876027,-312832.1662462075,-489749.2705997665,394083.83037937456,3.718943006246775e-10,3.7189430062467855e-10,1.0339757656912846e-24,"2.7802947341610078e-15"
46912.687088642764,62083.2427895013,370037.1753265584,-62479.95935017834,-662882.1580367718,-55512.92159027966,301841.9337725273,6.567224055189109e-9,6.567224055189126e-9,1.737079286361358e-23,"2.6450738877848946e-15"
131942.01414494356,106315.46187774658,184456.44668827168,-119559.32551249233,-137733.2738068915,-536724.4743571501,371303.150965572,3.1224021538718104e-10,3.122402153871814e-10,3.618915179919496e-25,"1.1590163603467926e-15"
55147.04721296688,466231.02413774974,57919.652059245534,-416669.6813731543,-37366.74227299247,-221139.5046374147,95878.20487359932,4.898077037864716e-10,4.898077037864703e-10,-1.2407709188295415e-24,"2.533179672834316e-15"
170776.15346854177,166973.82590331556,347517.87749373994,-52925.959881802206,-560370.5190035991,-262532.23457987414,190560.8565996783,4.5951703578810616e-10,4.595170357881053e-10,-8.788794008375919e-25,"1.9126154905883908e-15"
